Time,Product name,PID,robotMAC,Store,Start running time,unbound,Operating time (h),Running mileage (km),Number of tasks
2022-11-30,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2022-11-30 22:28:28,false,0.03,0.03,1
2022-11-30,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2022-11-30 17:29:25,false,0.01,0.01,2
2022-11-30,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2022-11-30 00:55:25,false,8.58,1.92,6
2022-11-30,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2022-11-30 03:49:29,false,0.68,0.95,21
2022-11-30,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2022-11-30 08:01:46,false,1.47,1.24,114
2022-11-30,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2022-11-30 01:28:11,false,0.03,0.06,3
2022-11-30,kettybot,pnt102213716189,20:50:E7:23:BB:68,SMS,2022-11-30 05:34:14,false,4.93,8.91,8
2022-11-30,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2022-11-30 01:14:54,false,0.25,0.30,27
2022-11-30,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2022-11-30 06:54:35,false,0.59,0.76,33
2022-11-30,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2022-11-30 09:36:40,false,1.89,2.07,146
2022-11-30,kettybot,PNT102213716159,20:50:E7:23:96:70,Динозаврия,2022-11-30 15:26:08,false,0.06,0.05,6
2022-11-30,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2022-11-30 10:13:06,false,0.28,0.37,25
2022-11-30,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2022-11-30 11:33:18,false,0.94,0.03,3
2022-11-30,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2022-11-30 09:06:57,false,1.38,1.28,30
2022-11-30,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2022-11-30 10:57:14,false,0.55,0.36,43
2022-11-30,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2022-11-30 00:26:23,false,0.06,0.07,6
2022-11-30,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2022-11-30 16:22:28,false,0.13,0.17,3
2022-11-30,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2022-11-29 23:29:16,false,1.01,1.15,36
2022-11-30,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2022-11-30 08:35:49,false,0.90,1.17,26
2022-11-30,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2022-11-30 10:33:22,false,0.94,0.47,31
2022-11-30,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2022-11-30 00:58:13,false,0.53,0.54,17
2022-11-30,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2022-11-30 06:49:15,false,1.68,1.68,124
2022-11-30,bellabot,SV1000214017034,20:50:E7:02:BE:0C,Soft-servis,2022-11-30 12:52:56,false,0.62,0.78,2
2022-11-30,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2022-11-30 09:19:37,false,0.17,0.14,17
2022-11-30,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2022-11-29 21:42:04,false,2.80,0.84,30
2022-11-30,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2022-11-30 05:40:42,false,4.82,0.96,57
2022-11-30,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2022-11-30 09:57:53,false,0.54,0.38,38
2022-11-30,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2022-11-30 13:40:49,false,0.82,1.05,23
2022-11-29,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2022-11-29 09:29:20,false,1.01,0.45,15
2022-11-29,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2022-11-29 14:19:21,false,0.18,0.16,9
2022-11-29,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2022-11-29 00:43:17,false,0.78,0.57,23
2022-11-29,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2022-11-29 09:56:40,false,0.56,0.41,43
2022-11-29,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2022-11-29 17:05:42,false,0.40,0.39,15
2022-11-29,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2022-11-29 03:48:01,false,0.70,0.93,19
2022-11-29,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2022-11-28 23:13:48,false,1.27,1.14,32
2022-11-29,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2022-11-29 11:09:18,false,0.34,0.40,17
2022-11-29,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2022-11-29 16:17:39,false,0.21,0.22,7
2022-11-29,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2022-11-29 07:42:43,false,0.79,0.72,37
2022-11-29,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2022-11-29 09:19:26,false,0.18,0.09,10
2022-11-29,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2022-11-29 08:03:01,false,1.45,2.09,22
2022-11-29,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2022-11-28 22:47:45,false,1.70,1.08,40
2022-11-29,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2022-11-29 09:01:33,false,0.47,0.42,35
2022-11-29,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2022-11-29 08:38:47,false,0.85,1.05,24
2022-11-29,bellabot,SV1000214017034,20:50:E7:02:BE:0C,Soft-servis,2022-11-29 19:10:06,false,0.33,0.41,1
2022-11-29,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2022-11-29 01:28:10,false,0.03,0.03,3
2022-11-29,pudubot,PD9152213661008,20:50:E7:02:F4:22,Санаторий Заполярье,2022-11-29 09:30:43,false,7.99,3.29,10
2022-11-29,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2022-11-29 11:18:58,false,1.18,1.27,35
2022-11-29,pudubot,PD9152213661011,20:50:E7:02:51:B6,Санаторий Заполярье,2022-11-29 18:02:26,false,0.46,0.33,5
2022-11-29,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2022-11-29 15:02:52,false,0.45,0.36,27
2022-11-29,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2022-11-28 23:24:28,false,1.09,0.94,86
2022-11-29,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2022-11-29 20:03:50,false,0.44,0.37,19
2022-11-29,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2022-11-29 05:46:04,false,0.73,0.91,42
2022-11-29,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2022-11-29 16:21:31,false,0.14,0.11,2
2022-11-29,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2022-11-29 04:40:32,false,8.82,2.02,5
2022-11-29,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2022-11-29 08:41:42,false,1.80,1.88,124
2022-11-29,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2022-11-28 18:22:12,false,6.13,1.50,83
2022-11-29,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2022-11-29 10:54:52,false,0.59,0.39,46
2022-11-28,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2022-11-27 23:42:02,false,0.80,1.06,36
2022-11-28,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2022-11-28 08:40:12,false,0.83,0.67,65
2022-11-28,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2022-11-28 07:54:35,false,0.59,0.67,33
2022-11-28,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2022-11-28 00:08:51,false,0.35,0.44,33
2022-11-28,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2022-11-28 17:05:58,false,0.40,0.26,14
2022-11-28,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2022-11-28 10:37:59,false,0.87,1.28,11
2022-11-28,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2022-11-28 10:15:23,false,0.24,0.26,16
2022-11-28,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2022-11-28 15:29:18,false,0.01,0.01,2
2022-11-28,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2022-11-28 09:21:21,false,2.14,2.34,153
2022-11-28,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2022-11-28 03:24:42,false,2.09,2.42,56
2022-11-28,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2022-11-27 23:50:44,false,0.65,0.47,23
2022-11-28,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2022-11-28 19:19:28,false,0.18,0.17,4
2022-11-28,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2022-11-28 09:50:56,false,0.65,0.77,17
2022-11-28,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2022-11-28 12:19:15,false,0.18,0.30,13
2022-11-28,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2022-11-28 00:00:26,false,0.49,0.43,51
2022-11-28,bellabot,SV1000214017012,D4:12:43:C3:87:66,Soft-servis,2022-11-28 17:17:47,false,0.20,0.30,3
2022-11-28,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2022-11-28 05:54:37,false,0.59,0.55,29
2022-11-28,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2022-11-28 09:29:29,false,0.01,0.01,2
2022-11-28,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2022-11-28 13:16:52,false,0.22,0.27,6
2022-11-28,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2022-11-28 05:24:29,false,5.09,1.24,8
2022-11-28,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2022-11-28 00:08:22,false,1.36,0.84,36
2022-11-28,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2022-11-28 10:05:24,false,0.41,0.27,34
2022-11-28,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2022-11-28 00:04:13,false,0.43,0.45,14
2022-11-28,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2022-11-28 20:28:20,false,0.03,0.03,1
2022-11-28,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2022-11-28 09:21:44,false,1.14,0.52,20
2022-11-28,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2022-11-27 17:01:20,false,7.48,1.29,72
2022-11-27,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2022-11-26 22:15:09,false,2.25,1.29,62
2022-11-27,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2022-11-27 09:29:43,false,0.00,0.00,1
2022-11-27,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2022-11-27 00:55:20,false,0.58,0.55,25
2022-11-27,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2022-11-27 00:38:48,false,0.85,1.04,45
2022-11-27,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2022-11-26 23:33:12,false,0.95,0.92,73
2022-11-27,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2022-11-27 04:23:14,false,2.11,1.91,97
2022-11-27,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2022-11-26 16:00:48,false,8.49,1.85,102
2022-11-27,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2022-11-27 00:14:35,false,0.26,0.29,17
2022-11-27,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2022-11-26 21:23:32,false,3.11,2.85,228
2022-11-27,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2022-11-27 06:48:36,false,4.69,1.17,11
2022-11-27,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2022-11-27 09:09:35,false,1.34,0.69,39
2022-11-27,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2022-11-26 21:34:54,false,2.92,2.90,100
2022-11-27,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2022-11-27 09:27:41,false,1.04,0.68,82
2022-11-27,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2022-11-27 01:08:06,false,0.36,0.22,27
2022-11-27,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2022-11-27 13:59:17,false,0.51,0.39,19
2022-11-27,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2022-11-27 16:19:46,false,0.17,0.21,6
2022-11-27,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2022-11-27 11:56:34,false,0.56,0.59,41
2022-11-27,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2022-11-27 09:26:44,false,2.05,1.65,161
2022-11-27,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2022-11-26 23:23:34,false,1.11,0.74,90
2022-11-27,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2022-11-26 21:46:28,false,2.73,1.35,56
2022-11-27,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2022-11-26 21:48:41,false,2.69,1.12,63
2022-11-27,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2022-11-27 14:34:17,false,0.93,0.77,31
2022-11-27,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2022-11-27 02:32:41,false,1.96,2.22,52
2022-11-27,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2022-11-27 08:17:01,false,2.22,2.92,72
2022-11-27,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2022-11-27 07:40:07,false,0.83,0.75,38
2022-11-27,kettybot,PNT102213716159,20:50:E7:23:96:70,Динозаврия,2022-11-27 14:14:11,false,0.26,0.05,5
2022-11-27,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2022-11-27 06:04:13,false,1.43,1.04,50
2022-11-26,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2022-11-26 08:45:25,false,2.74,2.67,196
2022-11-26,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2022-11-26 15:25:14,false,0.08,0.08,6
2022-11-26,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2022-11-26 09:06:42,false,2.39,1.46,77
2022-11-26,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2022-11-25 22:28:56,false,2.02,1.62,195
2022-11-26,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2022-11-25 22:58:47,false,1.52,1.14,74
2022-11-26,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2022-11-26 14:12:48,false,0.29,0.28,18
2022-11-26,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2022-11-26 01:23:33,false,3.11,3.39,73
2022-11-26,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2022-11-26 10:15:22,false,3.24,3.49,108
2022-11-26,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2022-11-26 09:54:25,false,0.59,0.41,16
2022-11-26,kettybot,PNT102213716159,20:50:E7:23:96:70,Динозаврия,2022-11-26 13:19:49,false,0.17,0.12,10
2022-11-26,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2022-11-26 10:20:24,false,1.16,0.76,89
2022-11-26,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2022-11-25 14:46:48,false,9.72,1.51,88
2022-11-26,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2022-11-25 22:52:57,false,1.62,1.57,54
2022-11-26,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2022-11-25 23:53:18,false,0.61,0.59,47
2022-11-26,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2022-11-25 19:53:50,false,4.60,2.44,88
2022-11-26,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2022-11-26 07:25:32,false,3.07,2.45,233
2022-11-26,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2022-11-25 23:19:42,false,1.17,0.27,14
2022-11-26,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2022-11-26 07:18:48,false,1.19,1.15,66
2022-11-26,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2022-11-26 08:34:30,false,0.92,1.35,7
2022-11-26,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2022-11-26 08:21:42,false,2.14,2.40,67
2022-11-26,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,Gastreet_panorama,2022-11-26 07:28:24,false,0.03,0.00,6
2022-11-26,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2022-11-26 15:05:04,false,0.42,0.45,15
2022-11-26,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2022-11-26 01:09:41,false,0.34,0.28,19
2022-11-26,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2022-11-26 05:51:33,false,1.64,1.28,47
2022-11-26,bellabot,SV1000214017034,20:50:E7:02:BE:0C,Soft-servis,2022-11-26 13:05:30,false,1.41,2.11,5
2022-11-26,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2022-11-26 08:56:08,false,0.56,0.40,45
2022-11-26,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2022-11-26 06:48:14,false,4.70,1.43,13
2022-11-26,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2022-11-26 14:12:49,false,0.29,0.04,3
2022-11-26,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2022-11-26 07:13:07,false,1.28,1.13,58
2022-11-25,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2022-11-25 12:17:44,false,1.20,1.35,94
2022-11-25,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2022-11-25 09:28:49,false,1.02,0.63,83
2022-11-25,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2022-11-25 09:48:27,false,2.69,2.91,88
2022-11-25,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2022-11-25 14:15:49,false,0.24,0.30,9
2022-11-25,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2022-11-25 00:18:29,false,0.19,0.25,14
2022-11-25,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2022-11-25 00:18:10,false,0.20,0.20,12
2022-11-25,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2022-11-25 10:08:57,false,1.35,1.15,110
2022-11-25,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2022-11-25 00:01:05,false,0.48,0.63,44
2022-11-25,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2022-11-25 09:57:25,false,0.54,0.80,7
2022-11-25,bellabot,SV1000212641025,D4:12:43:C3:D0:88,Chajhana hariba,2022-11-25 15:26:59,false,0.05,0.04,3
2022-11-25,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2022-11-25 14:08:08,false,1.36,1.66,42
2022-11-25,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2022-11-25 07:53:02,false,0.62,0.72,37
2022-11-25,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2022-11-25 00:13:34,false,0.27,0.25,11
2022-11-25,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2022-11-25 05:42:51,false,1.79,1.71,86
2022-11-25,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2022-11-25 07:53:31,false,3.61,1.16,11
2022-11-25,bellabot,SV1000214017034,20:50:E7:02:BE:0C,Soft-servis,2022-11-25 11:50:43,false,1.65,2.67,2
2022-11-25,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2022-11-25 09:21:53,false,0.14,0.16,13
2022-11-25,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,Gastreet_panorama,2022-11-25 22:28:37,false,0.02,0.00,5
2022-11-25,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2022-11-25 05:06:58,false,5.38,1.49,98
2022-11-25,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2022-11-25 02:56:01,false,1.57,1.51,36
2022-11-25,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2022-11-25 13:14:15,false,0.26,0.14,9
2022-11-25,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2022-11-25 09:12:22,false,1.29,0.83,34
2022-11-25,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2022-11-25 20:23:05,false,0.12,0.11,5
2022-11-25,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2022-11-25 17:55:20,false,0.58,0.60,15
2022-11-25,kettybot,PNT102213716159,20:50:E7:23:96:70,Динозаврия,2022-11-25 09:16:38,false,0.22,0.18,23
2022-11-25,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2022-11-25 11:34:42,false,0.92,0.60,77
2022-11-25,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2022-11-25 10:11:48,false,0.30,0.31,31
2022-11-25,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2022-11-24 23:23:00,false,1.12,1.03,33
2022-11-25,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2022-11-25 10:51:19,false,0.64,0.61,21
2022-11-25,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2022-11-25 00:25:34,false,1.07,0.88,37
2022-11-24,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2022-11-24 02:06:30,false,9.39,1.46,94
2022-11-24,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2022-11-24 07:38:19,false,0.86,0.62,62
2022-11-24,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2022-11-24 10:06:18,false,0.39,0.55,31
