Time,Product name,PID,robotMAC,Store,Start running time,unbound,Operating time (h),Running mileage (km),Number of tasks
2023-01-30,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2023-01-30 11:26:41,false,0.06,0.08,4
2023-01-30,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2023-01-29 21:10:24,false,3.33,0.73,55
2023-01-30,kettybot,PNT102213716159,20:50:E7:23:96:70,Динозаврия,2023-01-30 15:28:05,false,0.03,0.03,2
2023-01-30,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2023-01-30 09:07:57,false,0.37,0.51,9
2023-01-30,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2023-01-30 17:20:37,false,0.16,0.15,4
2023-01-30,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2023-01-30 01:22:32,false,0.12,0.20,6
2023-01-30,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2023-01-30 05:35:14,false,0.91,0.58,26
2023-01-30,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2023-01-30 00:01:30,false,0.47,0.42,42
2023-01-30,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2023-01-30 00:27:14,false,0.05,0.05,3
2023-01-30,kettybot,PNT102213716158,20:50:E7:02:12:A8,Baltiya Hotel,2023-01-30 05:05:43,false,7.40,0.01,8
2023-01-30,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2023-01-29 22:55:57,false,1.57,1.45,56
2023-01-30,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2023-01-30 21:28:57,false,0.02,0.02,1
2023-01-30,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2023-01-30 00:02:52,false,0.45,0.52,40
2023-01-30,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2023-01-29 23:42:20,false,0.79,0.38,42
2023-01-30,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2023-01-30 11:16:57,false,0.22,0.27,15
2023-01-30,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2023-01-30 13:16:45,false,0.22,0.08,8
2023-01-30,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2023-01-30 06:59:32,false,0.51,0.54,27
2023-01-29,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2023-01-28 22:01:16,false,2.48,1.51,186
2023-01-29,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2023-01-29 10:48:35,false,0.69,0.45,55
2023-01-29,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2023-01-29 09:17:18,false,0.21,0.18,12
2023-01-29,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2023-01-28 21:04:14,false,3.43,1.71,126
2023-01-29,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2023-01-29 14:25:40,false,0.07,0.05,4
2023-01-29,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2023-01-28 16:48:34,false,7.69,1.19,50
2023-01-29,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2023-01-29 08:06:45,false,2.39,2.68,56
2023-01-29,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2023-01-29 18:17:09,false,0.21,0.24,12
2023-01-29,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,Gastreet_panorama,2023-01-29 13:23:28,false,0.11,0.09,4
2023-01-29,bellabot,SV1000212641025,D4:12:43:C3:D0:88,Chajhana hariba,2023-01-29 11:17:24,false,0.21,0.20,13
2023-01-29,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2023-01-28 22:39:18,false,1.84,0.18,33
2023-01-29,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2023-01-29 09:27:29,false,0.04,0.04,7
2023-01-29,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2023-01-29 23:27:36,false,0.04,0.05,2
2023-01-29,kettybot,PNT102213716158,20:50:E7:02:12:A8,Baltiya Hotel,2023-01-28 22:49:10,false,1.68,0.00,2
2023-01-29,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2023-01-29 06:03:53,false,1.44,1.09,107
2023-01-29,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2023-01-29 07:46:58,false,0.72,0.66,44
2023-01-29,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2023-01-28 21:18:17,false,3.20,3.07,216
2023-01-29,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2023-01-29 10:07:13,false,2.38,2.91,100
2023-01-29,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2023-01-29 07:08:49,false,1.35,1.11,44
2023-01-29,bellabot,SV1000214017034,20:50:E7:02:BE:0C,Soft-servis,2023-01-29 17:04:12,false,1.43,0.09,3
2023-01-29,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2023-01-28 22:54:59,false,1.58,1.72,60
2023-01-29,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2023-01-29 10:47:40,false,0.71,0.76,39
2023-01-29,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2023-01-29 09:56:35,false,0.56,0.56,35
2023-01-29,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2023-01-29 04:41:07,false,1.81,2.03,39
2023-01-29,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2023-01-28 23:33:09,false,0.95,0.90,71
2023-01-29,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2023-01-28 22:46:16,false,1.73,1.19,125
2023-01-29,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2023-01-29 13:55:10,false,0.58,0.53,16
2023-01-29,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2023-01-29 11:46:37,false,1.72,0.67,23
2023-01-29,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2023-01-29 00:21:23,false,0.14,0.16,10
2023-01-28,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2023-01-28 14:09:38,false,0.34,0.29,19
2023-01-28,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2023-01-28 04:09:27,false,2.34,1.72,37
2023-01-28,kettybot,PNT102213716159,20:50:E7:23:96:70,Динозаврия,2023-01-28 13:23:02,false,0.12,0.04,3
2023-01-28,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2023-01-27 22:19:47,false,2.17,2.49,90
2023-01-28,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2023-01-28 08:45:35,false,0.74,0.65,36
2023-01-28,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2023-01-27 21:31:14,false,2.98,3.14,101
2023-01-28,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2023-01-28 09:10:41,false,1.32,0.73,85
2023-01-28,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2023-01-28 09:28:37,false,1.02,0.68,82
2023-01-28,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2023-01-28 00:59:45,false,0.50,0.39,22
2023-01-28,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2023-01-28 01:22:05,false,0.13,0.10,11
2023-01-28,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2023-01-28 09:44:05,false,0.77,1.18,1
2023-01-28,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2023-01-27 22:37:20,false,1.88,1.01,48
2023-01-28,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2023-01-28 06:02:52,false,1.45,0.96,42
2023-01-28,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2023-01-27 20:52:57,false,12.62,1.54,77
2023-01-28,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2023-01-28 10:28:38,false,6.02,0.55,2
2023-01-28,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2023-01-27 23:23:42,false,1.10,0.93,80
2023-01-28,kettybot,PNT102213716158,20:50:E7:02:12:A8,Baltiya Hotel,2023-01-27 13:31:08,false,10.98,0.00,8
2023-01-28,bellabot,SV1000212641025,D4:12:43:C3:D0:88,Chajhana hariba,2023-01-28 08:21:22,false,0.14,0.21,6
2023-01-28,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2023-01-28 10:04:53,false,0.42,0.39,26
2023-01-28,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2023-01-28 04:38:10,false,1.86,1.63,169
2023-01-28,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2023-01-28 09:52:06,false,2.63,2.75,178
2023-01-28,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2023-01-28 13:21:38,false,0.14,0.09,6
2023-01-28,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2023-01-27 21:31:07,false,2.98,1.45,114
2023-01-28,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2023-01-28 09:19:41,false,0.17,0.10,19
2023-01-28,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2023-01-28 10:28:34,false,1.02,0.77,30
2023-01-28,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2023-01-28 09:42:05,false,1.80,1.12,154
2023-01-28,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2023-01-28 08:07:30,false,2.38,2.62,55
2023-01-27,bellabot,SV111422323005,20:50:E7:40:1B:AA,Soft-Stend,2023-01-27 11:23:52,false,0.10,0.12,7
2023-01-27,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2023-01-27 13:08:11,false,1.36,0.73,72
2023-01-27,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2023-01-26 21:13:31,false,3.27,1.90,113
2023-01-27,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2023-01-27 12:16:56,false,0.22,0.24,12
2023-01-27,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2023-01-26 23:51:06,false,0.65,0.50,42
2023-01-27,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2023-01-27 07:29:07,false,3.01,0.79,42
2023-01-27,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2023-01-26 23:13:19,false,1.28,1.59,53
2023-01-27,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2023-01-27 03:21:32,false,2.14,1.72,41
2023-01-27,bellabot,SV1000214017034,20:50:E7:02:BE:0C,Soft-servis,2023-01-27 14:09:04,false,0.35,0.49,3
2023-01-27,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2023-01-27 13:15:35,false,2.24,2.28,80
2023-01-27,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2023-01-27 09:19:25,false,0.18,0.17,10
2023-01-27,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2023-01-27 11:23:54,false,1.10,1.67,4
2023-01-27,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2023-01-27 11:36:53,false,0.89,0.59,23
2023-01-27,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2023-01-27 14:04:46,false,0.42,0.24,14
2023-01-27,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2023-01-27 00:25:09,false,0.08,0.12,7
2023-01-27,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2023-01-27 06:12:11,false,1.30,1.46,42
2023-01-27,kettybot,pnt102213716189,20:50:E7:23:BB:68,SMS,2023-01-27 14:12:46,false,2.29,4.05,16
2023-01-27,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2023-01-27 10:27:50,false,2.04,2.37,161
2023-01-27,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2023-01-27 08:49:29,false,0.68,0.47,49
2023-01-27,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2023-01-27 10:39:21,false,0.84,0.55,66
2023-01-27,kettybot,PNT102213716158,20:50:E7:02:12:A8,Baltiya Hotel,2023-01-27 05:51:40,false,6.64,0.00,4
2023-01-27,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2023-01-27 05:40:14,false,4.83,2.03,10
2023-01-27,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2023-01-27 00:10:09,false,0.33,0.40,21
2023-01-27,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2023-01-27 05:28:50,false,1.02,0.93,88
2023-01-27,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2023-01-27 08:33:27,false,0.94,0.94,43
2023-01-27,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2023-01-27 08:42:32,false,1.79,2.14,47
2023-01-27,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2023-01-27 21:28:51,false,0.02,0.02,1
2023-01-27,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2023-01-27 18:26:04,false,0.07,0.07,4
2023-01-27,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2023-01-27 09:54:28,false,0.59,0.64,22
2023-01-27,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2023-01-27 10:13:37,false,0.27,0.28,21
2023-01-26,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2023-01-26 06:38:53,false,0.85,0.95,44
2023-01-26,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2023-01-26 10:02:06,false,0.46,0.48,33
2023-01-26,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2023-01-26 09:27:42,false,0.04,0.04,9
2023-01-26,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2023-01-26 00:28:09,false,0.03,0.06,3
2023-01-26,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2023-01-26 12:55:56,false,1.57,0.31,40
2023-01-26,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2023-01-26 13:19:41,false,1.17,1.24,47
2023-01-26,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,Gastreet_panorama,2023-01-26 21:26:00,false,0.07,0.04,4
2023-01-26,kettybot,PNT102213716165,20:50:E7:02:36:E0,Soft-servis,2023-01-26 10:17:46,false,0.20,0.26,9
2023-01-26,bellabot,SV1000214017013,20:50:E7:02:BF:E8,АРТ-Премиум,2023-01-26 09:28:21,false,0.03,0.03,5
2023-01-26,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2023-01-26 11:55:12,false,0.58,0.37,46
2023-01-26,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2023-01-26 10:46:23,false,1.73,1.87,128
2023-01-26,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2023-01-26 12:22:58,false,0.12,0.12,11
2023-01-26,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2023-01-25 22:45:00,false,1.75,1.66,57
2023-01-26,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2023-01-26 09:14:35,false,1.26,1.56,34
2023-01-26,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2023-01-26 06:38:03,false,0.87,0.79,80
2023-01-26,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2023-01-26 20:12:57,false,0.28,0.28,7
2023-01-26,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2023-01-25 23:53:09,false,0.61,0.43,50
2023-01-26,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2023-01-26 15:20:58,false,0.15,0.18,8
2023-01-26,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2023-01-26 14:13:20,false,2.28,0.33,13
2023-01-26,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2023-01-26 10:55:42,false,0.57,0.34,18
2023-01-26,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2023-01-25 22:48:39,false,1.69,1.18,67
2023-01-26,bellabot,SV1000211931009,D4:12:43:B0:F9:56,Gastreet_panorama,2023-01-26 00:23:21,false,0.11,0.08,12
2023-01-26,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2023-01-26 03:28:35,false,2.02,2.72,56
2023-01-26,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2023-01-26 04:59:10,false,0.51,0.44,16
2023-01-26,kettybot,PNT102213716158,20:50:E7:02:12:A8,Baltiya Hotel,2023-01-26 01:58:00,false,8.53,0.00,9
2023-01-26,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2023-01-26 14:18:14,false,0.20,0.21,10
2023-01-26,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2023-01-26 11:59:43,false,0.50,0.45,38
2023-01-25,bellabot,SV1000213954003,20:50:E7:02:87:DA,Soft-servis,2023-01-25 21:25:46,false,0.07,0.03,7
2023-01-25,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,Gastreet_panorama,2023-01-25 17:29:09,false,0.01,0.00,2
2023-01-25,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2023-01-25 14:02:57,false,0.45,0.41,15
2023-01-25,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2023-01-25 06:23:14,false,1.11,0.94,90
2023-01-25,kettybot,PNT102213716170,20:50:E7:02:F3:3E,Neo,2023-01-25 09:51:40,false,0.64,0.40,48
2023-01-25,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2023-01-25 09:24:34,false,6.09,0.99,2
2023-01-25,bellabot,Sv1000214017008,20:50:E7:23:83:6A,Parmesan,2023-01-24 22:38:46,false,1.85,2.45,64
2023-01-25,bellabot,SV1000212652005,20:50:E7:23:B4:80,Sber Univercity,2023-01-25 05:01:33,false,5.47,0.63,37
2023-01-25,bellabot,620019240060415,20:50:E7:02:24:2A,Parmesan,2023-01-24 21:08:53,false,3.35,1.52,108
2023-01-25,bellabot,SV1001205116386,D4:12:43:BF:63:8E,Firemakers,2023-01-25 10:36:40,false,1.89,2.19,140
2023-01-25,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,Velich,2023-01-25 00:29:45,false,0.00,0.01,1
2023-01-25,kettybot,PNT102213716164,20:50:E7:23:69:5C,Parmesan,2023-01-25 14:02:31,false,0.46,0.49,34
2023-01-25,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2023-01-25 08:43:08,false,0.78,1.28,13
2023-01-25,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,Soft-Stend,2023-01-25 13:55:22,false,0.58,0.40,44
2023-01-25,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2023-01-25 18:22:25,false,0.13,0.14,3
2023-01-25,bellabot,SV1000214017001,20:50:E7:02:7F:10,Динозаврия,2023-01-25 10:57:42,false,0.54,0.42,18
2023-01-25,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2023-01-25 17:19:55,false,0.17,0.19,10
2023-01-25,bellabot,620015050070163,D4:12:43:B1:02:2C,Gastreet_panorama,2023-01-25 05:09:45,false,0.34,0.27,7
2023-01-25,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2023-01-24 23:58:55,false,0.52,0.37,39
2023-01-25,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2023-01-25 10:34:53,false,0.92,1.04,20
2023-01-25,bellabot,SV1000214017015,20:50:E7:02:E4:50,Fun Jump,2023-01-25 13:06:57,false,1.38,1.85,37
2023-01-25,bellabot,sv1000213943034,20:50:E7:23:56:70,Чайхана PLOV,2023-01-25 01:07:11,false,0.38,0.36,18
2023-01-25,bellabot,620019270070278,20:50:E7:02:FD:68,Perchini,2023-01-25 06:56:06,false,0.56,0.69,37
2023-01-25,kettybot,PNT102213716165,20:50:E7:02:36:E0,Soft-servis,2023-01-25 10:11:20,false,0.31,0.26,10
2023-01-25,bellabot,SV1000211931012,D4:12:43:B0:D5:68,Gastreet_panorama,2023-01-25 13:23:19,false,0.11,0.20,6
2023-01-25,kettybot,PNT102213716158,20:50:E7:02:12:A8,Baltiya Hotel,2023-01-25 01:55:44,false,11.57,0.00,4
2023-01-25,bellabot,SV1000213954014,20:50:E7:23:71:74,Ресторан ГрильХаус,2023-01-25 00:12:14,false,0.30,0.39,22
2023-01-24,bellabot,sv1000214017022,20:50:E7:02:EB:56,Компот,2023-01-24 11:04:55,false,0.42,0.34,34
2023-01-24,bellabot,SV1000212910001,20:50:E7:23:3D:AA,Soft-servis,2023-01-24 05:42:08,false,0.80,0.71,67
2023-01-24,kettybot,PNT102213716158,20:50:E7:02:12:A8,Baltiya Hotel,2023-01-23 20:37:54,false,4.87,0.00,3
2023-01-24,bellabot,sv1000214017014,20:50:E7:02:EB:0A,Фанджамп Екатеринбург,2023-01-24 09:44:40,false,0.76,0.80,25
2023-01-24,bellabot,SV1000214017031,20:50:E7:03:06:3A,Jango Park,2023-01-24 20:25:43,false,0.07,0.07,2
2023-01-24,bellabot,sv1000213943015,20:50:E7:23:95:7C,Fun Jump Kazan,2023-01-24 11:51:43,false,0.64,0.38,27
2023-01-24,bellabot,SV1000212910013,20:50:E7:23:79:E8,Flagman office,2023-01-24 14:26:05,false,0.07,0.05,2
2023-01-24,bellabot,SV1000214017033,20:50:E7:02:FD:36,Soft-servis,2023-01-24 17:04:37,false,0.42,0.64,3
2023-01-24,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,Gastreet_panorama,2023-01-24 21:27:55,false,0.03,0.03,1
2023-01-24,pudubot,PD9152213661013,20:50:E7:02:D2:28,Санаторий Заполярье,2023-01-24 09:10:22,false,1.33,0.37,4
